Invoice #,Invoice date,Payer,Referral #,Materials,Labor,Subtotal,Sales Tax,Gross Sales
452-1889173,2022-01-24,GEICO,241840,0,60,60,0,60
452-1889172,2022-01-24,PROGRESSIVE,241608,0,70.23,70.23,0,70.23
452-1889171,2022-01-24,USAA,249666,231.76,92,323.76,18.08,341.84
452-1889170,2022-01-24,GEICO,252380,262.37,124,386.37,20.46,406.83
452-1887801,2022-01-24,USAA,225209,658.45,884.99,1543.44,51.35,1594.79
452-1887202,2022-01-24,ALLSTATE,280566,194.59,133,327.59,15.18,342.77
452-1886267,2022-01-24,GEICO,090305,597.5,124.07,721.57,46.61,768.18
452-1886263,2022-01-24,STATE FARM,585566585,0,65,65,0,65
452-1886235,2022-01-24,PROGRESSIVE,958773,400.88,145.21,546.09,31.27,577.36
452-1883878,2022-01-24,ALLSTATE,202253,631.63,150.5,782.13,49.27,831.4
452-1881776,2022-01-24,STATE FARM,586053883,1321.48,560.4,1881.88,103.07,1984.95
452-1879613,2022-01-24,Cash Job,,0,400,400,0,400
452-1864854,2022-01-24,STATE FARM,585550662,772.93,300,1072.93,60.29,1133.22
452-1864852,2022-01-24,STATEFARM,585566267,772.93,300,1072.93,60.29,1133.22
1091-1904956,2022-01-25,AUTO GLASS 2020 LLC,401126,0,440,440,0,440
1091-1904921,2022-01-25,AUTO GLASS 2020 LLC,480033,0,750,750,0,750
1091-1904885,2022-01-25,AUTO GLASS 2020 LLC,473825,0,275,275,0,275
452-1904805,2022-01-25,Joe Freden,,0,214.72,214.72,0,214.72
1091-1904750,2022-01-25,AUTO GLASS 2020 LLC,231297,0,300,300,0,300
1091-1904614,2022-01-25,AUTO GLASS 2020 LLC,244898,0,320,320,0,320
1091-1904428,2022-01-25,AUTO GLASS 2020 LLC,586381287,0,300,300,0,300
1091-1904409,2022-01-25,AUTO GLASS 2020 LLC,586245030,0,300,300,0,300
1091-1904358,2022-01-25,AUTO GLASS 2020 LLC,387197,0,300,300,0,300
452-1900891,2022-01-25,PROGRESSIVE,363668,915.5,229.5,1145,71.41,1216.41
452-1900888,2022-01-25,STATE FARM,586586180,357.1,117.6,474.7,27.85,502.55
452-1900886,2022-01-25,FARMERS,437236,564.97,443.55,1008.52,44.06,1052.58
452-1900885,2022-01-25,Cash Job,,0,0,0,0,0
452-1900105,2022-01-25,PROGRESSIVE,482726,375.14,246.5,621.64,29.26,650.9
452-1900086,2022-01-25,Cash Job,,0,50,50,0,50
452-1900045,2022-01-25,PROGRESSIVE,473825,930.25,538.5,1468.75,72.56,1541.31
452-1899913,2022-01-25,SAFECO,499402,0,89,89,0,89
452-1899237,2022-01-25,ALLSTATE,474467,0,65,65,0,65
452-1899147,2022-01-25,PROGRESSIVE,274809,313.91,132,445.91,24.48,470.39
452-1899113,2022-01-25,Cash Job,,130.24,128.27,258.51,10.16,268.67
452-1899098,2022-01-25,Cash Job,,130.24,128.27,258.51,10.16,268.67
452-1899093,2022-01-25,Cash Job,,130.24,128.27,258.51,10.16,268.67
452-1897834,2022-01-25,Common Wealth,CAZ 0049671,248.07,94.5,342.57,19.35,361.92
452-1897708,2022-01-25,USAA,480033,459.26,890,1349.26,35.82,1385.08
452-1897427,2022-01-25,Cash Job,,492.97,461.12,954.09,38.45,992.54
452-1897425,2022-01-25,PROGRESSIVE,397548,767.44,606,1373.44,59.86,1433.3
452-1897418,2022-01-25,FARMERS,273623,504,108.75,612.75,39.31,652.06
452-1897400,2022-01-25,FARMERS,274033,144,95.7,239.7,11.23,250.93
452-1897302,2022-01-25,Cash Job,,492.97,461.12,954.09,38.45,992.54
452-1897276,2022-01-25,Lenie Talamantes,,0,80,80,0,80
452-1897270,2022-01-25,Common Wealth,CAZ-0049629,138.5,133,271.5,10.81,282.31
452-1897258,2022-01-25,GEICO,469198,329.14,92,421.14,25.67,446.81
452-1897236,2022-01-25,STATE FARM,586502467,410.83,130.2,541.03,32.05,573.08
452-1897172,2022-01-25,AAA,454298,387.61,101.5,489.11,30.23,519.34
452-1897014,2022-01-25,Common Wealth,CAZ-0049422,444.53,108.5,553.03,34.68,587.71
452-1896998,2022-01-25,Esurance,403473,718.47,115.51,833.98,56.04,890.02
452-1896913,2022-01-25,PROGRESSIVE,448261,903.65,263.5,1167.15,70.48,1237.63
452-1896822,2022-01-25,PROGRESSIVE,325455,1542.02,632,2174.02,120.28,2294.3
452-1896634,2022-01-25,Cash Job,,256.6,174.9,431.5,20.02,451.52
452-1896619,2022-01-25,PROGRESSIVE,231297,608.26,432,1040.26,47.44,1087.7
452-1896611,2022-01-25,GEICO,353236,474.95,584,1058.95,37.05,1096
452-1895828,2022-01-25,Common Wealth,CAZ-0049780,126.9,77,203.9,9.9,213.8
452-1895824,2022-01-25,Common Wealth,CAZ-0049817,272.6,84,356.6,21.27,377.87
452-1895819,2022-01-25,Common Wealth,CAZ-0049805,444.37,105,549.37,34.67,584.04
452-1895816,2022-01-25,Country Financial ,461125,241.97,116,357.97,18.87,376.84
452-1895806,2022-01-25,ALLSTATE,456636,181.74,98,279.74,14.18,293.92
452-1895799,2022-01-25,CONNECT BY AM FAM,427120,396.47,99.9,496.37,30.92,527.29
452-1895787,2022-01-25,GEICO,459360,257.02,128,385.02,20.05,405.07
452-1895781,2022-01-25,MeTLife,457888,240.63,101.5,342.13,18.76,360.89
452-1894947,2022-01-25,FARMERS,294542,194.31,156.6,350.91,15.16,366.07
452-1894936,2022-01-25,Country Financial ,451859,524.64,172,696.64,40.92,737.56
452-1894924,2022-01-25,USAA,446298,0,60,60,0,60
452-1894914,2022-01-25,STATE FARM,586381287,692.49,468,1160.49,54.01,1214.5
452-1894908,2022-01-25,GEICO,428655,393.89,108,501.89,30.72,532.61
452-1894893,2022-01-25,STATE FARM,586337024,201.46,142.8,344.26,15.72,359.98
452-1894862,2022-01-25,Cash Job,,350,172.7,522.7,27.3,550
452-1894849,2022-01-25,FARMERS,411804,560.12,474,1034.12,43.69,1077.81
452-1894834,2022-01-25,ALLSTATE,331811,272.18,136.5,408.68,21.23,429.91
452-1894804,2022-01-25,STATE FARM,586425403,283.68,155.4,439.08,22.12,461.2
452-1894312,2022-01-25,GEICO,892969,827.43,300,1127.43,64.54,1191.97
452-1893610,2022-01-25,VICTOR PONCE,,208.41,365.33,573.74,16.26,590
452-1893512,2022-01-25,STATE FARM,586401571,463.3,130.2,593.5,36.14,629.64
452-1893400,2022-01-25,Cash Job,,204.57,113.59,318.16,15.96,334.12
452-1893268,2022-01-25,GEICO,387197,500.95,420,920.95,39.07,960.02
452-1893180,2022-01-25,Common Wealth,CAZ 0049564,244.17,182,426.17,19.04,445.21
452-1893172,2022-01-25,Cash Job,,296.34,160.54,456.88,23.11,479.99
452-1893151,2022-01-25,STATE FARM,586357335,418.14,218.4,636.54,32.62,669.16
452-1893109,2022-01-25,GEICO,401126,639.3,576,1215.3,49.86,1265.16
452-1893053,2022-01-25,Cash Job,,450.45,178.51,628.96,35.14,664.1
452-1893024,2022-01-25,Cash Job,,296.34,160.54,456.88,23.11,479.99
452-1892798,2022-01-25,Common Wealth,CAZ 0049774,204.17,115.5,319.67,15.93,335.6
452-1891308,2022-01-25,PROGRESSIVE,815236,938.91,323,1261.91,73.24,1335.15
452-1891012,2022-01-25,GEICO,207720,890.25,432,1322.25,69.44,1391.69
452-1890968,2022-01-25,Common Wealth,CAZ-0049751,715.4,272.5,987.9,55.81,1043.71
452-1889984,2022-01-25,LIBERTY MUTUAL,244898,805.18,576.76,1381.94,62.8,1444.74
452-1889931,2022-01-25,USAA,209998,440.62,120,560.62,34.37,594.99
452-1889804,2022-01-25,AUTO OWNERS ,240039,585.1,125,710.1,45.64,755.74
452-1889174,2022-01-25,USAA,337210,212.85,136,348.85,16.6,365.45
452-1888344,2022-01-25,STATE FARM,586245030,893.75,438.6,1332.35,69.72,1402.07
452-1888232,2022-01-25,Common Wealth,CAZ 0049487,1282.23,276,1558.23,100.02,1658.25
452-1883192,2022-01-25,STATE FARM,585932778,1045.33,580.2,1625.53,81.54,1707.07
452-1883113,2022-01-25,TRAVELERS,210316,165.98,153.34,319.32,12.95,332.27
452-1877273,2022-01-25,Cash Job,,362.1,277.66,639.76,28.24,668
452-1861209,2022-01-25,STATE FARM,585456313,828.37,163.8,992.17,64.62,1056.79
452-1852436,2022-01-25,STATE FARM,585142041,494.54,113.4,607.94,38.57,646.51
1091-1907363,2022-01-26,AUTO GLASS 2020 LLC,585298912,0,300,300,0,300
452-1907150,2022-01-26,Cash Job,,0,350,350,0,350
452-1903217,2022-01-26,PROGRESSIVE,522285,628.9,263.5,892.4,49.05,941.45
452-1903039,2022-01-26,PROGRESSIVE,148739,701.14,264.54,965.68,54.69,1020.37
452-1902891,2022-01-26,AMERICAN FAMILY,549205,470.17,166.5,636.67,36.67,673.34
452-1902885,2022-01-26,CONNECT BY AM FAM,505223,412.31,914.7,1327.01,32.16,1359.17
452-1902878,2022-01-26,AMERICAN FAMILY,522183,1031.1,914.7,1945.8,80.43,2026.23
452-1902299,2022-01-26,Cash Job,,332,295.28,627.28,25.9,653.18
452-1902273,2022-01-26,ASSURANCE AMERICA INSURANCE,2088766701,173.52,50,223.52,13.54,237.06
452-1902188,2022-01-26,USAA,512464,436.54,132,568.54,34.05,602.59
452-1902093,2022-01-26,Cash Job,,151.03,132.19,283.22,11.78,295
452-1899844,2022-01-26,Common Wealth,CAZ-0049330,911.19,262,1173.19,71.08,1244.27
452-1897459,2022-01-26,STATE FARM,586497315,539.56,168,707.56,42.08,749.64
452-1859433,2022-01-26,AMERICAN FAMILY,851914,772.43,170.2,942.63,60.25,1002.88
1091-1909122,2022-01-27,AUTO GLASS 2020 LLC,066933,0,320,320,0,320
1091-1909109,2022-01-27,AUTO GLASS 2020 LLC,267149,0,440,440,0,440
1091-1908991,2022-01-27,AUTO GLASS 2020 LLC,198798,0,800,800,0,800
1091-1908972,2022-01-27,AUTO GLASS 2020 LLC,176239,0,800,800,0,800
1091-1908960,2022-01-27,AUTO GLASS 2020 LLC,152671,0,357,357,0,357
1091-1908950,2022-01-27,AUTO GLASS 2020 LLC,089182,0,800,800,0,800
1091-1908913,2022-01-27,AUTO GLASS 2020 LLC,128647,0,800,800,0,800
1091-1908893,2022-01-27,AUTO GLASS 2020 LLC,095675,0,800,800,0,800
1091-1908873,2022-01-27,AUTO GLASS 2020 LLC,072333,0,800,800,0,800
1091-1908861,2022-01-27,AUTO GLASS 2020 LLC,934719,0,800,800,0,800
1091-1908853,2022-01-27,AUTO GLASS 2020 LLC,076153,0,325,325,0,325
1091-1908771,2022-01-27,AUTO GLASS 2020 LLC,460178,0,320,320,0,320
1091-1908509,2022-01-27,AUTO GLASS 2020 LLC,317227,0,300,300,0,300
452-1907647,2022-01-27,USAA,601418,0,60,60,0,60
452-1905486,2022-01-27,PROGRESSIVE,502263,785.4,314.5,1099.9,61.26,1161.16
452-1905409,2022-01-27,USAA,539637,495.3,100,595.3,38.63,633.93
452-1905252,2022-01-27,Common Wealth,CAZ-0049895,504.5,258.5,763,39.35,802.35
452-1905198,2022-01-27,GEICO,517214,401.35,124,525.35,31.31,556.66
452-1905168,2022-01-27,ALLSTATE,563650,441.6,87.5,529.1,34.44,563.54
452-1904646,2022-01-27,Common Wealth,CAZ-0049871,319.25,115.5,434.75,24.91,459.66
452-1904636,2022-01-27,GEICO,551358,125.9,88,213.9,9.82,223.72
452-1904547,2022-01-27,GEICO,317227,545.54,432,977.54,42.55,1020.09
452-1904393,2022-01-27,Kemper,565225,599.1,331.5,930.6,46.73,977.33
452-1904183,2022-01-27,Hartford,540864,341.82,119,460.82,26.66,487.48
452-1904068,2022-01-27,SAFECO,460178,761.64,604.88,1366.52,59.41,1425.93
452-1903209,2022-01-27,ALLSTATE,519584,541.34,905,1446.34,42.23,1488.57
452-1903196,2022-01-27,GEICO,514468,397.03,108,505.03,30.97,536
452-1903164,2022-01-27,PROGRESSIVE,440612,393.52,280.5,674.02,30.7,704.72
452-1903150,2022-01-27,HALLMARK,586577882,320.64,128,448.64,25.01,473.65
452-1902350,2022-01-27,Cash Job,,278.27,375.02,653.29,21.71,675
452-1899918,2022-01-27,ALLSTATE,499474,452.21,94.5,546.71,35.27,581.98
452-1886286,2022-01-27,AMICA,176320,757.96,365.5,1123.46,59.12,1182.58
1091-1911311,2022-01-28,AUTO GLASS 2020 LLC,343422,0,750,750,0,750
1091-1911233,2022-01-28,AUTO GLASS 2020 LLC,577449,0,300,300,0,300
452-1908098,2022-01-28,GEICO,183095,227.64,92,319.64,17.76,337.4
452-1907654,2022-01-28,Kemper,600960,448.4,187,635.4,34.98,670.38
452-1907617,2022-01-28,NATIONAL GENERAL INSURANCE,598424,511.92,905,1416.92,39.93,1456.85
452-1907607,2022-01-28,SAFECO,496675,351.01,483.44,834.45,27.37,861.82
452-1907441,2022-01-28,GEICO,652686,495.87,427,922.87,38.68,961.55
452-1907429,2022-01-28,Cash Job,,201,83.32,284.32,15.68,300
452-1907417,2022-01-28,NATIONWIDE,570024,460.76,184.9,645.66,35.94,681.6
452-1907253,2022-01-28,BRISTOL WEST,586798714,565.44,175,740.44,44.11,784.55
452-1907213,2022-01-28,Common Wealth,CAZ-0049921,473.32,244.5,717.82,36.92,754.74
452-1907194,2022-01-28,Common Wealth,CAZ-0049920,346.32,248,594.32,27.02,621.34
452-1907073,2022-01-28,STATE FARM,586791671,292.31,109.2,401.51,22.8,424.31
452-1906958,2022-01-28,GEICO,577449,326.59,416,742.59,25.47,768.06
452-1906943,2022-01-28,LIBERTY MUTUAL,524559,349.35,273.58,622.93,27.24,650.17
452-1906393,2022-01-28,STATE FARM,586765506,228.83,96.6,325.43,17.84,343.27
452-1906381,2022-01-28,USAA,587591,689.7,188,877.7,53.8,931.5
452-1905734,2022-01-28,STATEFARM,586722890,574.58,100.8,675.38,44.82,720.2
452-1905326,2022-01-28,SAFECO,567443,710.34,434.81,1145.15,55.41,1200.56
452-1905307,2022-01-28,State Auto ,555760,200.16,132,332.16,15.62,347.78
452-1904836,2022-01-28,USAA,343422,562.24,922,1484.24,43.85,1528.09
452-1904589,2022-01-28,Common Wealth,CAZ 0049828,221.6,115.5,337.1,17.29,354.39
452-1902208,2022-01-28,USAA,541247,411.8,117.65,529.45,32.12,561.57
452-1901504,2022-01-28,NATIONAL GENERAL INSURANCE,372280,483.5,206.5,690,37.71,727.71
452-1899195,2022-01-28,ALLSTATE,480545,1307.93,127.17,1435.1,102.01,1537.11
452-1849905,2022-01-28,GEICO,827211,185.49,112,297.49,14.47,311.96
452-1845194,2022-01-28,Cash Job,,251.8,113.56,365.36,19.64,385
1091-1914879,2022-01-31,AUTO GLASS 2020 LLC,586842675,0,300,300,0,300
1091-1914797,2022-01-31,AUTO GLASS 2020 LLC,018661,0,300,300,0,300
1091-1914453,2022-01-31,AUTO GLASS 2020 LLC,599508,0,750,750,0,750
1091-1914407,2022-01-31,AUTO GLASS 2020 LLC,552106,0,750,750,0,750
452-1912804,2022-01-31,MeTLife,652135,218.78,108.5,327.28,17.06,344.34
452-1912800,2022-01-31,GEICO,616754,417.9,120,537.9,32.59,570.49
452-1912796,2022-01-31,SAFECO,588982,904.2,554.49,1458.69,70.52,1529.21
452-1912793,2022-01-31,STATE FARM,586930310,544.15,476.4,1020.55,42.44,1062.99
452-1911855,2022-01-31,Common Wealth,CAZ-0050038,459.45,98,557.45,35.84,593.29
452-1911739,2022-01-31,Cash Job,,258.58,106.25,364.83,20.17,385
452-1911579,2022-01-31,TRAVELERS,636194,193.84,123.75,317.59,15.12,332.71
452-1911324,2022-01-31,BRISTOL WEST,586898956,224.84,115.5,340.34,17.55,357.89
452-1911319,2022-01-31,Common Wealth,CAZ0049918,369.7,129.5,499.2,28.84,528.04
452-1911309,2022-01-31,GEICO,298466,420.49,236.33,656.82,32.8,689.62
452-1911305,2022-01-31,American National,586842675,1006.36,432,1438.36,78.5,1516.86
452-1911100,2022-01-31,GEICO,608784,416.33,124,540.33,32.48,572.81
452-1911003,2022-01-31,GEICO,483042,300.96,140,440.96,23.47,464.43
452-1910877,2022-01-31,GEICO,601137,582.22,460,1042.22,45.41,1087.63
452-1909598,2022-01-31,STATE FARM,586863141,492.28,113.4,605.68,38.4,644.08
452-1909560,2022-01-31,STATEFARM,586861211,494.4,430.2,924.6,38.57,963.17
452-1909530,2022-01-31,PROGRESSIVE,503336,628.38,140,768.38,49.01,817.39
452-1909454,2022-01-31,Common Wealth,CAZ-0049972,523.22,112,635.22,40.82,676.04
452-1909342,2022-01-31,STATE FARM,586844228,285.04,163.8,448.84,22.24,471.08
452-1909333,2022-01-31,BRISTOL WEST,586838805,375.47,115.5,490.97,29.29,520.26
452-1909250,2022-01-31,Cash Job,,732.32,410.56,1142.88,57.12,1200
452-1909240,2022-01-31,Cash Job,,285.63,27.09,312.72,22.28,335
452-1909121,2022-01-31,State Auto ,617560,200.16,132,332.16,15.62,347.78
452-1909114,2022-01-31,State Auto ,617362,299.87,108,407.87,23.39,431.26
452-1909030,2022-01-31,ACUITY,609378,837.8,246.5,1084.3,65.35,1149.65
452-1908745,2022-01-31,USAA,599508,464.24,886,1350.24,36.21,1386.45
452-1908728,2022-01-31,GEICO,018661,545.54,432,977.54,42.55,1020.09
452-1908451,2022-01-31,American National,586768394,695.33,181,876.33,54.24,930.57
452-1907246,2022-01-31,TRAVELERS,571963,527.91,406.25,934.16,41.18,975.34
452-1906918,2022-01-31,Cash Job,,500.92,193.73,694.65,39.07,733.72
452-1906916,2022-01-31,Cash Job,,0,250,250,0,250
452-1906398,2022-01-31,Infinity ,585085,399.8,187,586.8,31.18,617.98
452-1905444,2022-01-31,GEICO,558777,1022,124,1146,79.72,1225.72
452-1904220,2022-01-31,STATE FARM,586697039,635.73,218.4,854.13,49.59,903.72
452-1904194,2022-01-31,STATE FARM,586695966,243.63,134.4,378.03,19,397.03
452-1904164,2022-01-31,ALLSTATE,512297,1390.2,183.08,1573.28,108.43,1681.71
452-1903246,2022-01-31,USAA,552106,797.71,884.34,1682.05,62.22,1744.27
452-1903208,2022-01-31,Cash Job,,0,0,0,0,0
452-1903192,2022-01-31,STATE FARM,586573178,510.85,130.2,641.05,39.85,680.9
452-1883348,2022-01-31,GEICO,872990,586.18,196,782.18,45.73,827.91
1091-1917372,2022-02-01,AUTO GLASS 2020 LLC,855746,0,300,300,0,300
1091-1917001,2022-02-01,AUTO GLASS 2020 LLC,586320571,0,300,300,0,300
1091-1916970,2022-02-01,AUTO GLASS 2020 LLC,886840,0,800,800,0,800
1091-1916947,2022-02-01,AUTO GLASS 2020 LLC,397548,0,300,300,0,300
1091-1916915,2022-02-01,AUTO GLASS 2020 LLC,325455,0,275,275,0,275
1091-1916347,2022-02-01,AUTO GLASS 2020 LLC,353236,0,440,440,0,440
1091-1916314,2022-02-01,AUTO GLASS 2020 LLC,207720,0,300,300,0,300
452-1895371,2022-02-01,Motion Auto ,,855.5,229.5,1085,66.73,1151.73
452-1895360,2022-02-01,Motion Auto ,,593.65,263.5,857.15,46.3,903.45
1091-1921742,2022-02-03,AUTO GLASS 2020 LLC,705863,0,300,300,0,300
1091-1921721,2022-02-03,AUTO GLASS 2020 LLC,601137,0,300,300,0,300
1091-1921691,2022-02-03,AUTO GLASS 2020 LLC,587585,0,750,750,0,750
1091-1921672,2022-02-03,AUTO GLASS 2020 LLC,690403,0,800,800,0,800
1091-1921603,2022-02-03,AUTO GLASS 2020 LLC,587000708,0,300,300,0,300
1091-1921284,2022-02-03,AUTO GLASS 2020 LLC,334908,0,800,800,0,800
1091-1921000,2022-02-03,AUTO GLASS 2020 LLC,,0,300,300,0,300
452-1917497,2022-02-03,GEICO,705863,545.54,432,977.54,42.55,1020.09
452-1915171,2022-02-03,ALLSTATE,660154,507.33,943.5,1450.83,39.57,1490.4
452-1914962,2022-02-03,BRISTOL WEST,587000708,592.4,440,1032.4,46.21,1078.61
452-1914802,2022-02-03,USAA,645302,317.46,111.99,429.45,24.77,454.22
452-1914796,2022-02-03,USAA,645343,348.03,124,472.03,27.15,499.18
452-1914747,2022-02-03,USAA,690403,464.83,910,1374.83,36.25,1411.08
452-1913439,2022-02-03,Cash Job,,400.57,68.18,468.75,31.24,499.99
452-1913428,2022-02-03,Cash Job,,296.34,160.54,456.88,23.11,479.99
452-1912795,2022-02-03,PROGRESSIVE,568351,403.48,116,519.48,31.47,550.95
452-1907314,2022-02-03,USAA,587585,783.65,913.8,1697.45,61.12,1758.57
452-1906932,2022-02-03,Cash Job,,0,200,200,0,200
452-1897446,2022-02-03,STATE FARM,586509429,306.68,121.8,428.48,23.92,452.4
452-1890040,2022-02-03,Hartford,350991,3136.74,1015.6,4152.34,244.66,4397
452-1879038,2022-02-03,STATE FARM,585990786,686.16,447,1133.16,53.52,1186.68
452-1923451,2022-02-04,BONNIE  BOYCE,,353.7,168.71,522.41,27.59,550
1091-1923387,2022-02-04,AUTO GLASS 2020 LLC,397548,0,275,275,0,275
452-1906682,2022-02-04,Farm bureau,481832,1154.24,143.5,1297.74,90.03,1387.77
452-1904291,2022-02-04,Common Wealth,CAZ-0049608,559.5,255,814.5,43.65,858.15
452-1879526,2022-02-04,STATE FARM,585890072,843.44,493.2,1336.64,65.79,1402.43
1091-1926191,2022-02-07,AUTO GLASS 2020 LLC,,0,275,275,0,275
452-1923452,2022-02-07,AMERICAN FAMILY,763536,0,65,65,0,65
452-1920905,2022-02-07,Cash Job,,0,315.25,315.25,0,315.25
452-1919694,2022-02-07,Cash Job,,0,80,80,0,80
452-1919631,2022-02-07,PROGRESSIVE,675562,864.65,229.5,1094.15,67.44,1161.59
452-1919455,2022-02-07,Common Wealth,CAZ-0049784,126.9,77,203.9,9.9,213.8
452-1919416,2022-02-07,Mutual Of Enumclaw,738590,440.93,915.5,1356.43,34.39,1390.82
452-1919410,2022-02-07,Cash Job,,0,80,80,0,80
452-1919365,2022-02-07,Cash Job,,205.87,58.07,263.94,16.06,280
452-1919314,2022-02-07,GEICO,696063,239.09,116,355.09,18.65,373.74
452-1919294,2022-02-07,PROGRESSIVE,687278,528.42,331.5,859.92,41.21,901.13
452-1919265,2022-02-07,PROGRESSIVE,650361,684.02,331.5,1015.52,53.35,1068.87
452-1919226,2022-02-07,STATE FARM,587120045,202.88,172.2,375.08,15.83,390.91
452-1918998,2022-02-07,GEICO,539475,338.78,220,558.78,26.42,585.2
452-1917320,2022-02-07,AMERICAN FAMILY,519947,199.82,122.1,321.92,15.58,337.5
452-1917275,2022-02-07,GEICO,103660,605,419,1024,47.19,1071.19
452-1917271,2022-02-07,PROGRESSIVE,559833,435.05,229.5,664.55,33.93,698.48
452-1917268,2022-02-07,Common Wealth,CAZ-0049907,490.1,171.5,661.6,38.23,699.83
452-1916533,2022-02-07,PROGRESSIVE,623800,295.24,116,411.24,23.03,434.27
452-1916312,2022-02-07,STATE FARM,586932674,298.64,138.6,437.24,23.3,460.54
452-1916196,2022-02-07,BRISTOL WEST,587020652,474.19,80.5,554.69,37,591.69
452-1916183,2022-02-07,FARMERS,687537,293.46,169.65,463.11,22.89,486
452-1916147,2022-02-07,GERBER,2077223568,764,100,864,59.59,923.59
452-1916122,2022-02-07,TRAVELERS,599436,903.48,1037.5,1940.98,70.47,2011.45
452-1914959,2022-02-07,SAFECO,683663,367.9,146.52,514.42,28.69,543.11
452-1929203,2022-02-08,TRAVELERS,246999,0,0,0,0,0
452-1929183,2022-02-08,TRAVELERS,880443,0,0,0,0,0
1091-1929178,2022-02-08,AUTO GLASS 2020 LLC,781241,0,800,800,0,800
452-1929161,2022-02-08,ALLSTATE,781241,0,0,0,0,0
1091-1929147,2022-02-08,AUTO GLASS 2020 LLC,604853,0,800,800,0,800
452-1929133,2022-02-08,ALLSTATE,604853,0,0,0,0,0
1091-1929123,2022-02-08,AUTO GLASS 2020 LLC,489563,0,800,800,0,800
452-1929115,2022-02-08,ALLSTATE,489563,0,0,0,0,0
452-1928958,2022-02-08,MAP,868319,0,120,120,0,120
1091-1928476,2022-02-08,AUTO GLASS 2020 LLC,772356,0,320,320,0,320
1091-1928436,2022-02-08,AUTO GLASS 2020 LLC,587154020,0,250,250,0,250
1091-1928371,2022-02-08,AUTO GLASS 2020 LLC,718416,0,300,300,0,300
1091-1928323,2022-02-08,AUTO GLASS 2020 LLC,755716,0,275,275,0,275
1091-1928263,2022-02-08,AUTO GLASS 2020 LLC,710729,0,750,750,0,750
1091-1928198,2022-02-08,AUTO GLASS 2020 LLC,587111739,0,350,350,0,350
1091-1928113,2022-02-08,AUTO GLASS 2020 LLC,586808116,0,250,250,0,250
1091-1928071,2022-02-08,AUTO GLASS 2020 LLC,694858,0,300,300,0,300
452-1923735,2022-02-08,Common Wealth,CAZ-0050007,105.72,91,196.72,8.25,204.97
452-1923681,2022-02-08,Common Wealth,CAZ-0050077,211.55,115.5,327.05,16.5,343.55
452-1923663,2022-02-08,Common Wealth,CAZ 0049987,496.98,84,580.98,38.77,619.75
452-1923656,2022-02-08,Common Wealth,CAZ 0049986,512.6,258.5,771.1,39.99,811.09
452-1923408,2022-02-08,AMICA,780127,617.57,263.5,881.07,48.17,929.24
452-1923398,2022-02-08,LIBERTY MUTUAL,772355,488.11,582.11,1070.22,38.07,1108.29
452-1923391,2022-02-08,Cash Job,,99.2,68.06,167.26,7.74,175
452-1923378,2022-02-08,GEICO,761719,184.05,136,320.05,14.35,334.4
452-1923355,2022-02-08,PROGRESSIVE,758223,373.37,204,577.37,29.12,606.49
452-1923347,2022-02-08,AUTO OWNERS ,752315,723.46,125,848.46,56.43,904.89
452-1923337,2022-02-08,Common Wealth,CAZ-0049813,914.36,258.5,1172.86,71.32,1244.18
452-1922849,2022-02-08,Common Wealth,CAZ-0050055,224.47,94.5,318.97,17.51,336.48
452-1921921,2022-02-08,NATIONWIDE,749843,523.59,963.4,1486.99,40.84,1527.83
452-1921906,2022-02-08,STATE FARM,587188529,215.67,151.2,366.87,16.83,383.7
452-1921898,2022-02-08,AMERICAN FAMILY,741110,463.69,122.1,585.79,36.17,621.96
452-1921461,2022-02-08,Mutual Of Enumclaw,757131,484.12,129.5,613.62,37.76,651.38
452-1921444,2022-02-08,GEICO,755716,656.57,407,1063.57,51.21,1114.78
452-1921396,2022-02-08,GEICO,718416,389.92,424,813.92,30.41,844.33
452-1921375,2022-02-08,BRANCH,351379,432.32,422.2,854.52,33.72,888.24
452-1921301,2022-02-08,GEICO,485049,246.88,156,402.88,19.26,422.14
452-1921270,2022-02-08,STATE FARM,587154020,483.39,388.6,871.99,37.7,909.69
452-1919705,2022-02-08,MIDVALE,712387,319.82,151.7,471.52,24.95,496.47
452-1919700,2022-02-08,Country Financial ,742139,321.36,132,453.36,25.06,478.42
